Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	
17836	-9,7387	2,569	8,8531	
17837	-9,4488	2,6801	9,1416	
17838	-1,2145	2,2374	1,1717	
17839	-3,4607	6,8894	1,7672	
17840	-8,7652	12,456	4,6923	
17841	-8,2857	11,58	5,7813	
17842	-8,2874	13,164	4,7195	
17843	-9,8344	13,735	4,7099	
17844	-9,7512	13,315	4,1204	
17845	-7,216	0,5724	7,9653	
17846	-9,2156	13,112	1,2934	
17847	-9,6952	12,436	1,3739	
17848	-9,7074	11,607	1,7652	
17849	-9,4901	13,341	1,9927	
17850	-9,6129	13,646	1,5719	
17851	-9,8903	13,288	2,3481	
17852	-9,6747	14,784	2,7759	
17853	-8,3526	13,838	1,536	
17854	-9,7042	14,017	2,8772	
17855	-8,4313	10,512	7,3971	
17856	-8,4056	12,461	7,6127	
17857	-8,3005	11,429	8,5208	
17858	-8,3	11,766	8,1787	
17859	-8,4075	11,088	5,6418	
17860	-8,2748	10,413	6,2119	
17861	-8,5131	9,8775	5,554	
17862	-0,90907	2,2169	4,81	
17863	-0,99199	2,6913	5,5627	
17864	-1,0428	3,1827	4,9069	
17865	-0,89129	3,4559	5,6078	
17866	-1,1872	3,7758	5,2052	
17867	-0,71492	2,674	6,0677	
17868	-0,71352	3,155	6,3674	
17869	-9,6803	7,1978	8,4443	
17870	-9,6322	7,7865	8,1603	
17871	-2,1334	0,76763	1,2218	
17872	-2,8576	0,86738	1,3104	
17873	-2,7054	0,75143	1,8372	
17874	-9,6027	11,622	6,1035	
17875	-9,742	11,728	5,6122	
17876	-9,2616	13,293	5,4451	
17877	-9,7085	13,754	5,1586	
17878	-9,603	12,471	4,6372	
17879	-9,5413	12,514	5,255	
17880	-9,6684	12,149	4,9471	
17881	-0,88536	1,9873	5,4428	
17882	-3,7198	7,1053	4,8424	
17883	-3,6431	6,6852	4,0335	
17884	-3,6286	6,4937	3,3994	
17885	-2,5748	8,3046	4,645	
17886	-9,5566	15,104	0,82406	
17887	-3,8597	3,5003	9,1513	
17888	-3,8229	3,9993	8,8102	
17889	-4,2139	4,4655	9,0018	
17890	-4,8839	4,1535	8,6197	
17891	-5,3638	4,0736	8,0725	
17892	-7,5251	4,1226	8,3928	
17893	-6,8489	4,0023	8,8693	
17894	-6,6757	3,9552	9,2918	
17895	-6,1638	4,0975	8,4431	
17896	-8,1259	1,6623	9,2003	
17897	-8,5677	1,4084	9,1286	
17898	-8,5152	0,69495	8,729	
17899	-8,9598	1,2586	9,2129	
17900	-3,4246	2,5659	9,2292	
17901	-3,8514	0,82084	8,496	
17902	-4,0523	0,90651	7,3143	
17903	-4,5534	0,61284	7,133	
17904	-3,1221	0,60801	8,1656	
17905	-3,4599	0,93979	7,8084	
17906	-1,1372	0,93757	2,12	
17907	-8,2429	13,667	2,6588	
17908	-0,81503	2,4375	6,7071	
17909	-1,3288	4,3148	4,6794	
17910	-2,3618	8,3825	2,0868	
17911	-2,3417	7,8129	1,5105	
17912	-8,6484	13,087	0,6894	
17913	-3,7345	7,441	5,3066	
17914	-3,7127	6,9826	5,9534	
17915	-9,2152	13,018	0,82281	
17916	-9,7328	13,877	1,1724	
17917	-9,7898	14,08	5,0691	
17918	-9,6769	14,23	6,0134	
17919	-9,7354	14,503	5,6328	
17920	-0,64366	1,2906	7,0716	
17921	-1,2254	0,74428	1,057	
17922	-2,5277	7,8021	3,4693	
17923	-2,3726	8,5618	3,4905	
17924	-2,7609	8,4566	2,9172	
17925	-2,7142	8,9742	4,1913	
17926	-2,176	9,0432	3,4622	
17927	-2,0587	9,3617	4,1652	
17928	-9,6784	14,349	3,4601	
17929	-8,3966	16,111	5,2346	
17930	-8,3	15,962	5,5506	
17931	-8,0446	16,365	4,7968	
17932	-8,1397	16,656	4,0711	
17933	-9,7096	14,879	3,85	
17934	-9,6809	14,993	4,8812	
17935	-3,623	8,485	1,4608	
17936	-3,9021	9,8236	0,60134	
17937	-3,0226	9,7196	0,80583	
17938	-3,3191	9,4021	1,0973	
17939	-3,704	9,9398	1,7393	
17940	-3,7352	8,9557	1,8727	
17941	-3,1596	8,8598	1,2504	
17942	-0,95191	1,6489	5,0297	
17943	-1,854	0,57707	4,998	
17944	-8,2672	11,072	8,1942	
17945	-8,2982	8,2197	8,0434	
17946	-2,0635	2,4017	9,1982	
17947	-1,9312	1,9833	9,2934	
17948	-2,1042	0,80024	8,8175	
17949	-1,6401	0,92088	8,8774	
17950	-8,3237	13,559	7,6984	
17951	-9,6206	10,293	8,0483	
17952	-3,3652	7,885	4,7523	
17953	-3,585	7,9623	5,6142	
17954	-3,7897	8,5098	4,531	
17955	-3,646	8,796	5,4562	
17956	-3,6349	8,6128	6,2397	
17957	-3,6903	9,0121	4,4533	
17958	-3,725	9,4399	5,0044	
17959	-4,2378	1,5994	9,1015	
17960	-4,8311	0,68038	9,4639	
17961	-2,5735	4,4384	9,1568	
17962	-2,1561	4,3867	9,2335	
17963	-1,8656	3,6809	9,1314	
17964	-2,5566	3,6092	9,1524	
17965	-2,346	10,665	1,7383	
17966	-2,3744	10,034	2,213	
17967	-2,6499	10,73	1,1856	
17968	-8,3692	13,829	4,6304	
17969	-5,6603	1,0286	8,9786	
17970	-3,4947	7,7594	6,6311	
17971	-3,61	8,3201	8,1449	
17972	-3,6286	8,89	8,3796	
17973	-3,6464	7,5233	7,6989	
17974	-2,7681	0,88551	8,4338	
17975	-3,9187	0,92416	9,2388	
17976	-9,464	16,473	0,82541	
17977	-9,4644	15,911	1,017	
17978	-8,8289	16,155	1,1195	
17979	-9,7916	15,415	0,3535	
17980	-8,0423	14,711	6,8429	
17981	-8,2421	15,856	6,1397	
17982	-2,4638	9,2658	2,6249	
17983	-2,2951	10,126	2,8862	
17984	-2,3419	9,4855	3,4921	
17985	-9,6384	12,721	7,463	
17986	-3,5815	10,659	7,8846	
17987	-3,6844	9,5254	6,5966	
17988	-3,5924	10,115	6,4312	
17989	-2,4521	9,4609	6,7907	
17990	-2,3749	10,619	5,6235	
17991	-3,7013	9,1242	6,2334	
17992	-3,7749	9,9551	5,9201	
17993	-3,8087	9,3196	5,4362	
17994	-4,3328	4,4993	8,4417	
17995	-8,4981	11,722	8,8714	
17996	-8,8965	12,042	8,9794	
17997	-8,8524	11,101	9,0341	
17998	-9,1573	11,604	9,0542	
17999	-9,8366	11,32	9,3148	
18000	-2,3019	7,4421	8,8712	
18001	-8,3449	12,493	8,4626	
18002	-8,7662	13,462	8,8094	
18003	-8,4356	13,573	8,3815	
18004	-8,308	12,742	8,0463	
18005	-3,1589	10,181	0,91502	
18006	-3,418	10,862	1,098	
18007	-3,3117	8,1977	7,3876	
18008	-2,3049	9,8377	1,6204	
18009	-2,5484	9,6825	1,2315	
18010	-2,6922	9,8981	0,87049	
18011	-3,7093	5,3594	8,7518	
18012	-3,589	11,956	2,4941	
18013	-3,6776	11,499	2,7414	
18014	-3,6867	10,117	2,7559	
18015	-3,6328	10,546	3,2238	
18016	-3,7491	10,788	2,4206	
18017	-3,5282	11,018	2,835	
18018	-1,2164	1,3225	8,8902	
18019	-1,6641	1,6203	8,925	
18020	-1,1785	2,3939	9,1467	
18021	-3,5792	11,897	1,1324	
18022	-9,6616	16,338	2,1265	
18023	-9,2365	17,196	1,1623	
18024	-9,4933	17,101	1,5822	
18025	-9,612	17,303	1,1939	
18026	-9,0468	17,746	0,81337	
18027	-8,7468	16,656	1,0959	
18028	-9,1033	16,329	0,80556	
18029	-8,628	15,45	0,58939	
18030	-8,5108	17,883	0,8958	
18031	-9,6647	14,661	8,1026	
18032	-9,5452	14,918	7,2902	
18033	-9,7154	15,185	8,0257	
18034	-2,2809	7,4901	8,0242	
18035	-2,1848	5,9802	8,165	
18036	-2,2676	6,225	7,7917	
18037	-3,6525	11,269	3,1026	
18038	-3,6585	12,024	3,9706	
18039	-8,3015	16,999	3,7012	
18040	-8,7213	16,598	2,981	
18041	-8,2533	17,483	3,7556	
18042	-9,2627	17,531	3,1368	
18043	-8,4112	17,269	2,8409	
18044	-8,3784	17,856	3,4025	
18045	-8,4559	16,534	2,5896	
18046	-9,6736	15,508	4,9674	
18047	-9,7718	15,613	3,4852	
18048	-9,8332	15,184	3,4936	
18049	-2,706	11,211	5,2988	
18050	-3,7628	10,709	6,396	
18051	-3,7785	10,262	5,6393	
18052	-3,5399	10,138	8,7877	
18053	-3,7267	9,6073	7,943	
18054	-3,325	9,9912	8,1927	
18055	-8,216	18,693	2,3637	
18056	-8,1713	18,35	2,4115	
18057	-2,3597	12,141	6,0438	
18058	-3,714	8,2616	8,8217	
18059	-3,3164	7,896	9,2051	
18060	-3,2948	11,05	1,6169	
18061	-2,2233	10,924	1,396	
18062	-2,5488	11,975	2,1901	
18063	-8,4661	18,16	4,1951	
18064	-8,3991	14,915	7,9761	
18065	-9,547	14,152	8,6003	
18066	-9,7438	14,073	7,7545	
18067	-2,427	11,676	3,6492	
18068	-2,5374	11,658	2,4685	
18069	-2,3327	10,864	2,6774	
18070	-2,2951	10,766	2,2372	
18071	-2,1783	12,494	2,4472	
18072	-2,5152	11,099	2,9518	
18073	-2,3937	10,927	3,8282	
18074	-2,2571	10,366	3,3293	
18075	-9,3055	14,91	8,7977	
18076	-9,0849	14,262	9,2494	
18077	-9,6337	18,047	3,557	
18078	-9,6053	16,826	3,8752	
18079	-9,5434	16,334	2,8978	
18080	-8,2722	18,201	6,7585	
18081	-8,6928	17,463	6,691	
18082	-8,3489	17,581	6,0773	
18083	-8,2982	18,135	6,2589	
18084	-8,5112	17,172	7,294	
18085	-8,3173	18,053	7,7285	
18086	-8,4719	16,618	6,3373	
18087	-2,474	11,575	4,8061	
18088	-2,3558	12,217	4,5169	
18089	-2,4645	12,354	5,2906	
18090	-2,2805	10,099	5,5341	
18091	-2,3414	11,627	7,4455	
18092	-2,3338	12,249	7,6366	
18093	-2,4396	12,228	6,8902	
18094	-2,325	11,39	6,901	
18095	-3,4326	9,9225	9,144	
18096	-2,4536	8,6734	9,2276	
18097	-2,361	8,9431	8,4886	
18098	-3,6059	12,642	5,5721	
18099	-8,6328	18,032	1,8191	
18100	-8,5206	17,277	1,8364	
18101	-8,7757	18,599	1,1996	
18102	-9,7663	18,291	4,2906	
18103	-9,599	17,329	4,7072	
18104	-9,6481	16,502	4,8374	
18105	-9,3417	17,805	4,9758	
18106	-3,6994	12,856	4,4237	
18107	-3,7237	13,156	3,5062	
18108	-3,5353	13,795	4,6426	
18109	-3,496	13,198	5,1445	
18110	-9,6543	19,073	3,3945	
18111	-9,7277	19,053	2,854	
18112	-9,1833	19,536	0,83789	
18113	-9,0053	18,984	1,0579	
18114	-9,602	16,548	6,4041	
18115	-9,6465	16,234	6,8107	
18116	-9,65	17,366	6,5868	
18117	-10,043	17,671	6,1189	
18118	-9,6374	18,105	6,8351	
18119	-9,5915	18,08	6,2164	
18120	-8,6599	15,56	8,4373	
18121	-8,4152	15,716	7,9252	
18122	-8,6994	16,285	7,9854	
18123	-9,7077	17,832	8,7664	
18124	-2,5413	12,375	8,8758	
18125	-1,8883	11,597	9,2859	
18126	-2,3386	11,472	8,02	
18127	-3,7462	12,182	7,5159	
18128	-8,3942	19,051	5,0109	
18129	-8,3927	18,022	5,3721	
18130	-8,4561	17,783	4,6749	
18131	-8,2536	19,207	5,9805	
18132	-9,6725	20,569	1,1041	
18133	-2,4088	13,741	7,1867	
18134	-2,4804	13,339	6,4773	
18135	-2,1644	12,725	7,4498	
18136	-2,2865	12,748	4,3269	
18137	-2,5524	13,035	4,8658	
18138	-2,4478	12,969	5,8339	
18139	-2,2176	13,299	6,1816	
18140	-2,3661	13,686	5,5823	
18141	-7,8805	20,857	2,5993	
18142	-8,3281	21,045	2,7833	
18143	-3,7085	13,876	4,0203	
18144	-2,5492	14,508	4,5906	
18145	-2,2571	13,232	4,3459	
18146	-3,6597	14,097	5,5885	
18147	-3,7407	14,013	5,0552	
18148	-9,6378	16,856	8,2814	
18149	-9,3398	16,517	8,5824	
18150	-9,6112	16,18	8,3312	
18151	-9,2317	16,283	9,1465	
18152	-9,7259	17,44	8,9514	
18153	-9,7683	15,729	7,9697	
18154	-9,8651	15,9	8,7435	
18155	-9,6162	17,754	7,4444	
18156	-9,7018	16,747	7,6715	
18157	-9,2961	17,984	8,0073	
18158	-8,3253	19,646	7,8427	
18159	-8,3284	19,045	7,7438	
18160	-9,7571	18,536	6,0533	
18161	-9,7393	20,15	5,7962	
18162	-9,3659	18,904	7,076	
18163	-9,7824	19,037	7,5488	
18164	-9,546	19,072	6,7135	
18165	-2,7697	11,715	9,0769	
18166	-8,3109	18,974	5,5297	
18167	-3,2955	12,641	9,1758	
18168	-3,5974	12,179	8,917	
18169	-3,4854	12,441	8,2226	
18170	-3,755	13,566	9,6446	
18171	-9,354	21,494	2,393	
18172	-9,6307	21,749	2,902	
18173	-9,5867	22,32	2,2105	
18174	-9,7458	22,794	1,5396	
18175	-9,2437	22,051	1,1958	
18176	-9,6588	22,261	1,3135	
18177	-9,6045	22,03	1,7178	
18178	-9,5925	21,021	1,6766	
18179	-9,0803	16,705	9,2155	
18180	-8,7344	17,325	9,1448	
18181	-9,3296	20,357	4,6435	
18182	-8,3289	20,664	5,0619	
18183	-8,2732	20,322	5,3817	
18184	-2,483	14,659	5,5268	
18185	-2,6792	14,302	6,8274	
18186	-2,4266	15,036	5,5911	
18187	-3,3405	15,259	4,8577	
18188	-3,3069	15,994	4,976	
18189	-3,7498	16,426	5,0895	
18190	-8,7028	19,195	8,7684	
18191	-8,6824	18,593	8,8062	
18192	-8,4295	19,918	9,043	
18193	-3,6929	15,293	5,2471	
18194	-3,647	16,044	6,8536	
18195	-3,4736	16,169	5,8942	
18196	-3,3239	16,195	3,0357	
18197	-3,7342	16,25	2,2563	
18198	-9,163	20,795	0,91093	
18199	-9,0416	21,592	1,1334	
18200	-8,4769	22,053	0,79399	
18201	-8,1726	22,19	1,3714	
18202	-8,8453	22,453	0,82776	
18203	-8,3003	21,393	1,1654	
18204	-8,3367	21,607	1,8289	
18205	-9,5094	20,416	3,5679	
18206	-2,4695	16,015	3,3711	
18207	-2,3086	15,463	2,6513	
18208	-8,2072	18,438	7,8646	
18209	-8,3339	18,862	8,149	
18210	-8,2461	19,32	8,5091	
18211	-8,6077	17,964	9,2338	
18212	-9,0821	18,063	9,5731	
18213	-3,5727	15,093	8,7147	
18214	-3,6094	14,273	8,3289	
18215	-3,7707	15,458	9,0031	
18216	-3,3614	15,855	8,6305	
18217	-9,758	21,94	0,88988	
18218	-9,6423	24,018	5,1509	
18219	-9,5258	23,118	4,6914	
18220	-9,734	23,535	4,4979	
18221	-9,7203	23,407	6,0119	
18222	-9,3354	22,743	4,9879	
18223	-8,7424	22,988	1,1315	
18224	-8,9412	20,572	9,2391	
18225	-3,7053	16,499	6,6383	
18226	-3,7701	17,051	6,6853	
18227	-3,6202	17,203	5,9684	
18228	-3,7593	14,534	4,7296	
18229	-10,071	22,422	4,9638	
18230	-9,4641	22,598	5,5352	
18231	-9,2465	22,118	5,837	
18232	-9,7493	22,224	6,4398	
18233	-9,6203	22,888	5,8445	
18234	-9,7297	21,9	4,4645	
18235	-9,29	21,793	5,295	
18236	-9,7219	21,602	5,7624	
18237	-3,8024	16,384	9,0919	
18238	-3,3693	16,633	8,0566	
18239	-3,6225	16,295	7,6614	
18240	-3,5856	17,459	8,167	
18241	-2,3391	16,893	2,8078	
18242	-2,2975	16,469	3,4551	
18243	-1,8581	17,517	3,7588	
18244	-2,224	17,672	3,6396	
18245	-2,4876	17,325	4,2276	
18246	-2,5662	16,498	4,3049	
18247	-2,4418	15,439	4,6775	
18248	-2,3476	16,394	4,7612	
18249	-2,3634	16,91	2,2737	
18250	-2,1913	16,047	2,2224	
18251	-2,4187	16,259	1,7681	
18252	-3,7028	17,137	2,5685	
18253	-3,7175	17,448	1,8229	
18254	-3,7961	16,757	1,8036	
18255	-2,3022	16,329	0,93361	
18256	-8,3807	22,753	5,2447	
18257	-3,5882	17,969	2,7544	
18258	-7,851	19,627	8,7512	
18259	-8,4612	22,569	1,6965	
18260	-8,3531	22,235	2,0616	
18261	-2,1998	15,649	7,8774	
18262	-2,3052	16,692	7,4954	
18263	-8,3674	22,564	5,8737	
18264	-8,3125	22,253	6,485	
18265	-8,367	22,53	7,5798	
18266	-8,3862	23,022	7,0036	
18267	-9,6285	23,312	6,5454	
18268	-8,359	23,204	6,1359	
18269	-8,3252	23,746	6,2811	
18270	-8,318	23,768	7,0358	
18271	-3,7116	18,2	1,4868	
18272	-3,64	18,416	0,98875	
18273	-9,2258	21,203	9,2426	
18274	-9,5538	24,832	1,0924	
18275	-9,1137	24,715	0,94866	
18276	-8,9909	25,068	0,74002	
18277	-9,6885	24,355	1,1436	
18278	-8,7708	21,122	9,2096	
18279	-8,1731	20,633	8,9016	
18280	-8,236	22,094	8,7449	
18281	-9,0009	21,739	9,2328	
18282	-10,075	22,1	8,5102	
18283	-9,57	21,646	8,4695	
18284	-9,7047	21,782	8,9018	
18285	-9,6951	22,951	7,9619	
18286	-8,3489	22,887	8,2847	
18287	-8,2592	22,133	7,85	
18288	-2,3247	17,804	7,3693	
18289	-2,3077	16,938	8,1586	
18290	-2,0986	17,1	4,3666	
18291	-2,3056	18,072	5,4064	
18292	-1,9472	17,597	5,0146	
18293	-2,3322	18,37	5,1277	
18294	-3,7143	17,752	3,4489	
18295	-3,7517	18,236	3,6493	
18296	-3,7664	16,537	4,6388	
18297	-3,6715	17,344	7,7622	
18298	-3,5205	17,871	7,9665	
18299	-3,7034	17,4	6,3449	
18300	-3,5042	18,723	7,5124	
18301	-3,6108	19,429	7,3993	
18302	-10,186	23,68	8,4491	
18303	-2,3257	17,551	6,2087	
18304	-2,2821	19,696	2,6001	
18305	-2,6181	18,272	3,1609	
18306	-2,2927	18,793	3,1471	
18307	-2,2776	18,339	3,6249	
18308	-9,3203	24,165	2,9183	
18309	-9,8081	24,359	3,4403	
18310	-9,2703	25,12	2,942	
18311	-9,5428	22,486	9,264	
18312	-9,7415	21,341	8,7322	
18313	-8,3425	25,636	1,2858	
18314	-8,7555	25,243	1,7899	
18315	-8,1488	24,858	1,7327	
18316	-8,227	26,405	1,4883	
18317	-8,2316	26,499	2,0792	
18318	-8,0011	24,856	2,4879	
18319	-3,5519	20,222	5,86	
18320	-3,2712	20,102	2,0617	
18321	-3,5684	19,926	1,589	
18322	-3,7459	20,182	2,9703	
18323	-3,6935	19,378	1,7358	
18324	-8,6863	25,413	0,95475	
18325	-8,2959	24,936	6,8655	
18326	-9,9	25,19	3,2239	
18327	-8,714	24,118	4,002	
18328	-3,3758	20,21	0,69283	
18329	-2,6282	19,127	0,81155	
18330	-3,1884	19,016	1,1847	
18331	-3,7155	19,133	0,88345	
18332	-2,3821	18,328	8,91	
18333	-2,8845	18,519	9,2276	
18334	-3,6311	18,676	3,8072	
18335	-3,6374	19,681	4,0932	
18336	-3,3607	18,876	4,3317	
18337	-3,7115	18,535	4,5892	
18338	-3,9536	19,324	4,7796	
18339	-9,721	25,34	1,472	
18340	-9,7203	26,385	2,7746	
18341	-9,5602	25,706	2,4499	
18342	-9,6931	24,956	2,2396	
18343	-9,8971	25,569	3,4957	
18344	-9,7623	26,539	4,4315	
18345	-9,6815	26,058	5,0456	
18346	-9,6495	26,937	5,6765	
18347	-9,6987	25,978	6,0201	
18348	-9,7598	26,161	6,8803	
18349	-9,8002	25,607	6,4106	
18350	-8,427	25,69	5,4837	
18351	-8,5292	25,271	5,6567	
18352	-8,2539	24,507	5,8039	
18353	-8,5851	24,453	5,3134	
18354	-8,3067	25,116	4,5752	
18355	-8,3023	23,899	4,8834	
18356	-2,3963	19,858	3,224	
18357	-2,3483	19,203	3,967	
18358	-8,3455	23,719	8,1494	
18359	-8,7109	23,926	8,7939	
18360	-9,0509	23,179	9,3885	
18361	-8,3456	24,425	8,1084	
18362	-8,687	24,522	8,8505	
18363	-8,6046	24,557	9,2955	
18364	-9,1573	24,172	9,146	
18365	-9,7612	27,321	0,97283	
18366	-9,6599	26,695	1,2678	
18367	-9,742	25,79	1,3563	
18368	-8,5405	26,404	7,7233	
18369	-8,3537	24,167	7,5154	
18370	-8,3405	24,546	6,6226	
18371	-8,0513	24,111	6,705	
18372	-3,7599	21,296	3,8661	
18373	-3,7952	20,502	9,1723	
18374	-2,3025	20,431	1,9809	
18375	-2,333	21,027	1,5625	
18376	-2,4654	20,844	1,1734	
18377	-2,2132	20,622	2,5007	
18378	-2,2631	19,945	1,9945	
18379	-8,3398	27,109	4,566	
18380	-9,7428	27,422	4,9951	
18381	-8,1907	26,718	6,0382	
18382	-8,3633	26,025	5,9168	
18383	-9,7018	26,926	5,0196	
18384	-9,8512	26,102	5,6066	
18385	-9,7381	25,474	5,2303	
18386	-9,7467	25,462	5,8851	
18387	-8,3939	28,43	3,8965	
18388	-8,3625	27,553	3,9569	
18389	-8,4279	28,079	3,1207	
18390	-9,231	26,909	6,7568	
18391	-9,4947	26,819	7,4451	
18392	-3,0389	20,097	9,2209	
18393	-2,6878	20,404	9,2624	
18394	-2,2774	19,828	8,9066	
18395	-2,6216	20,765	8,8478	
18396	-8,4036	26,661	8,579	
18397	-8,7253	25,515	9,0319	
18398	-9,2908	24,649	9,0814	
18399	-2,7392	21,647	9,0358	
18400	-2,4699	22,07	0,84411	
18401	-2,1573	22,292	1,4089	
18402	-2,6255	21,391	1,1844	
18403	-2,4643	21,93	1,828	
18404	-2,9612	21,182	0,69848	
18405	-3,6674	23,044	1,7399	
18406	-3,7073	22,375	1,707	
18407	-2,2973	22,041	2,4221	
18408	-2,324	22,557	1,6669	
18409	-3,5106	23,808	2,0461	
18410	-3,665	23,57	2,6541	
18411	-4,0125	23,342	3,1674	
18412	-3,5418	22,883	3,4508	
18413	-2,7078	23,338	3,05	
18414	-9,615	29,067	5,7734	
18415	-9,6755	28,012	4,7941	
18416	-9,5277	27,774	4,1422	
18417	-9,6617	26,859	3,4571	
18418	-3,7581	21,281	4,8685	
18419	-2,2596	22,498	8,0437	
18420	-2,3112	21,523	9,0919	
18421	-2,7325	23,314	0,99504	
18422	-8,2704	27,746	1,7955	
18423	-8,7841	27,792	5,846	
18424	-8,2328	28,14	6,4728	
18425	-8,2545	28,012	5,0747	
18426	-8,4714	27,243	7,0841	
18427	-8,2624	27,765	6,4009	
18428	-8,4308	27,705	7,1439	
18429	-9,4508	28,148	6,271	
18430	-9,6387	27,853	6,5571	
18431	-9,6593	27,354	6,4209	
18432	-9,6782	27,834	5,6573	
18433	-3,6837	23,275	8,2857	
18434	-3,7049	22,402	7,6512	
18435	-3,639	22,861	7,4943	
18436	-3,7167	21,326	8,5962	
18437	-3,3726	21,722	7,2744	
18438	-2,3077	20,857	3,7185	
18439	-2,2812	21,144	3,323	
18440	-2,203	20,308	3,2116	
18441	-2,3289	21,197	2,5781	
18442	-9,572	28,264	1,0597	
18443	-9,7204	27,744	7,3708	
18444	-9,3441	27,306	7,8784	
18445	-9,7583	26,791	7,7319	
18446	-9,7681	27,601	6,9258	
18447	-8,0872	28,524	7,1218	
18448	-8,3207	27,964	8,4621	
18449	-9,2112	28,978	3,5986	
18450	-9,4002	29,263	3,0836	
18451	-9,2651	27,068	8,8222	
18452	-8,7014	26,56	9,1795	
18453	-3,7058	21,984	6,845	
18454	-3,2148	22,52	6,7483	
18455	-3,6737	22,523	5,9906	
18456	-2,755	23,091	5,7426	
18457	-3,6745	22,936	5,6785	
18458	-2,693	23,231	6,9446	
18459	-9,0633	28,555	0,87623	
18460	-9,2334	29,278	1,6244	
18461	-2,156	23,07	2,2727	
18462	-2,2521	23,018	3,2277	
18463	-3,147	23,965	0,78592	
18464	-3,0544	23,086	0,71837	
18465	-9,6161	28,624	8,6777	
18466	-2,2946	22,013	7,3806	
18467	-2,4943	22,915	7,299	
18468	-2,4203	22,54	6,489	
18469	-2,5135	24,122	6,8338	
18470	-2,186	24,962	7,267	
18471	-2,2963	25,636	7,2697	
18472	-3,2532	25,239	7,4319	
18473	-8,4114	27,262	2,7327	
18474	-8,2796	28,539	2,4475	
18475	-3,6919	24,146	2,8642	
18476	-2,2611	22,055	5,1992	
18477	-2,4717	22,827	4,681	
18478	-2,4269	22,393	5,57	
18479	-2,2793	23,624	5,1461	
18480	-2,4012	23,35	6,2279	
18481	-2,2995	23,152	4,4739	
18482	-2,4185	23,973	5,8084	
18483	-8,2721	27,987	4,1469	
18484	-3,6885	23,885	8,2747	
18485	-3,7262	24,164	7,7888	
18486	-8,6521	28,88	2,5765	
18487	-2,4322	23,856	1,0232	
18488	-9,4332	29,262	6,4933	
18489	-2,2633	24,733	8,0706	
18490	-2,6228	24,077	8,2134	
18491	-2,5181	24,464	7,7359	
18492	-2,265	24,019	7,8128	
18493	-7,8438	28,985	6,3789	
18494	-9,2622	29,391	6,9186	
18495	-2,3646	24,577	1,401	
18496	-2,2229	24,345	2,9678	
18497	-2,3553	25,183	4,0118	
18498	-2,3194	25,501	2,8695	
18499	-2,2234	24,263	1,8431	
18500	-3,1734	24,949	1,2675	
18501	-3,5218	24,507	1,2282	
18502	-3,6852	23,386	8,9825	
18503	-3,28	24,498	8,4331	
18504	-3,7007	25,115	8,2829	
18505	-3,7369	25,7	4,0925	
18506	-3,7258	26,147	3,6416	
18507	-2,6867	25,67	3,7473	
18508	-3,9245	24,121	5,0369	
18509	-3,7354	24,851	4,9224	
18510	-3,5088	24,58	4,4237	
18511	-3,6845	24,885	4,021	
18512	-3,3537	24,829	9,245	
18513	-3,3412	23,768	9,0168	
18514	-2,4955	26,284	1,0416	
18515	-2,6757	25,829	1,5253	
18516	-2,971	26,306	0,75415	
18517	-2,7178	26,437	3,9364	
18518	-3,5793	26,484	1,3987	
18519	-3,5824	26,247	2,1388	
18520	-3,7947	25,515	6,6972	
18521	-3,6579	25,044	5,9368	
18522	-2,4567	24,978	8,5175	
18523	-2,3667	25,349	7,6927	
18524	-2,3464	26,436	2,9806	
18525	-2,3872	27,357	3,0497	
18526	-2,3425	26,861	3,3608	
18527	-2,2837	27,043	2,0606	
18528	-2,3249	27,145	1,4395	
18529	-2,3106	26,638	2,1597	
18530	-2,4217	25,305	4,6522	
18531	-3,6792	25,846	8,1816	
18532	-3,5769	25,7	8,7269	
18533	-3,4342	25,145	8,9699	
18534	-2,2424	26,103	2,6289	
18535	-3,3374	26,367	6,8153	
18536	-2,3681	26,007	5,0434	
18537	-2,7438	26,783	4,9319	
18538	-2,4471	26,983	5,3833	
18539	-2,5243	26,368	4,8215	
18540	-2,3264	27,167	4,2311	
18541	-3,5862	26,856	4,9332	
18542	-3,6572	26,112	4,5697	
18543	-3,5403	26,829	4,1168	
18544	-3,8428	27,622	5,4395	
18545	-3,657	27,46	4,5554	
18546	-2,345	25,395	6,1698	
18547	-2,3183	25,952	6,2007	
18548	-3,4859	26,781	8,941	
18549	-3,6758	27,611	7,2361	
18550	-3,7356	26,86	7,5337	
18551	-3,5065	27,543	5,8958	
18552	-3,5119	26,696	2,7462	
18553	-3,6809	27,983	2,4142	
18554	-3,7222	27,422	2,594	
18555	-2,2972	27,635	5,045	
18556	-2,678	27,948	3,0816	
18557	-2,3168	28,605	3,9316	
18558	-2,5884	28,549	3,1721	
18559	-2,4996	27,548	6,0575	
18560	-2,4655	27,011	6,2567	
18561	-2,4311	28,501	6,0688	
18562	-3,5669	26,639	8,5127	
18563	-3,724	26,309	8,1244	
18564	-2,2497	26,527	8,3284	
18565	-3,3537	27,501	8,9426	
18566	-2,2338	27,827	1,3438	
18567	-3,6097	27,821	4,0986	
18568	-2,3012	27,946	4,264	
18569	-2,261	28,604	4,9088	
18570	-2,6468	29,113	4,2923	
18571	-2,3072	28,926	0,72261	
18572	-2,7552	27,929	9,1316	
