Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	
24497	-8,8358	12,1	2,9503	
24498	-9,206	6,386	7,6691	
24499	-9,1859	6,6892	7,3731	
24500	-2,6786	6,8362	5,4368	
24501	-2,7791	5,1142	3,1907	
24502	-3,0613	4,6042	3,7368	
24503	-3,6696	4,4831	3,3649	
24504	-8,5847	8,3411	5,9529	
24505	-9,4151	11,249	3,0856	
24506	-8,7216	11,933	4,106	
24507	-8,7909	11,107	3,6233	
24508	-3,1092	7,1294	2,0476	
24509	-9,1941	10,567	4,9661	
24510	-8,7023	12,845	3,2586	
24511	-9,254	13,485	2,6265	
24512	-3,0762	7,3746	5,8133	
24513	-3,0138	4,5571	4,5487	
24514	-3,4298	4,1178	4,3585	
24515	-1,6682	2,2514	3,8407	
24516	-2,7518	1,7519	3,9214	
24517	-3,0124	1,8037	5,2601	
24518	-2,2914	1,7061	5,7298	
24519	-9,2962	2,3393	7,8226	
24520	-8,3331	1,5087	7,4441	
24521	-8,7183	1,6315	7,911	
24522	-8,9378	1,2683	6,0155	
24523	-8,648	1,8515	6,8079	
24524	-6,8158	2,921	8,5507	
24525	-6,4761	2,4467	8,3013	
24526	-6,1446	2,8708	8,2918	
24527	-7,0157	1,9323	8,4611	
24528	-7,1382	1,8755	7,2866	
24529	-6,4954	1,8933	6,9709	
24530	-6,0978	1,652	6,308	
24531	-7,5648	1,7728	6,2623	
24532	-7,4146	1,5139	6,6781	
24533	-6,695	1,6235	6,3826	
24534	-5,036	1,675	6,8222	
24535	-8,6552	3,523	7,9718	
24536	-8,1476	2,6982	8,3599	
24537	-7,5354	2,5752	8,3554	
24538	-7,5702	3,1515	8,4338	
24539	-9,2588	10,852	7,6316	
24540	-8,799	10,222	7,5621	
24541	-8,8948	11,241	7,9158	
24542	-9,0261	9,5394	5,6579	
24543	-9,1382	11,017	6,3764	
24544	-1,7291	3,2485	5,7221	
24545	-1,9704	3,3523	5,0021	
24546	-2,0059	3,3455	4,5207	
24547	-2,9209	1,7174	1,9107	
24548	-3,3295	2,2393	1,5576	
24549	-2,9817	1,1444	2,4241	
24550	-2,5738	1,5522	1,8442	
24551	-3,1002	7,1013	4,4512	
24552	-3,065	6,231	4,6418	
24553	-4,4502	3,6084	7,9866	
24554	-5,0689	3,3448	8,2412	
24555	-5,1253	3,4677	7,483	
24556	-4,4612	3,1291	8,4953	
24557	-6,9671	3,2118	8,7829	
24558	-6,8104	3,3987	8,2675	
24559	-7,753	3,4749	7,3885	
24560	-6,1457	3,5318	8,0161	
24561	-6,2983	3,8854	7,5331	
24562	-6,8994	3,7439	7,8831	
24563	-6,4598	3,1782	8,5536	
24564	-5,6854	3,5584	8,8563	
24565	-7,7133	1,8076	8,3071	
24566	-7,3801	1,5394	7,8819	
24567	-6,933	1,5496	8,1379	
24568	-8,2174	1,5359	7,9222	
24569	-8,3528	1,9998	8,4723	
24570	-1,7545	1,6674	2,1559	
24571	-2,0254	1,9415	1,7261	
24572	-1,6029	2,9752	6,5353	
24573	-1,461	2,7362	5,4761	
24574	-8,9002	13,823	6,1378	
24575	-2,6779	6,9075	2,6828	
24576	-2,5981	7,9263	2,0377	
24577	-8,9272	14,367	3,1716	
24578	-8,8337	14,381	2,6687	
24579	-9,0473	16,525	4,9329	
24580	-8,788	17,133	4,215	
24581	-8,7683	14,665	3,3538	
24582	-8,775	15,494	4,1147	
24583	-9,3497	11,48	8,2905	
24584	-3,1745	7,3239	5,2659	
24585	-2,8265	7,7084	5,0777	
24586	-2,8088	8,1951	5,0285	
24587	-3,3039	9,5465	4,8128	
24588	-2,9832	9,3768	4,9102	
24589	-3,1334	8,8922	5,6873	
24590	-2,3229	8,8249	5,8549	
24591	-3,3282	9,1579	6,0581	
24592	-2,8653	10,141	4,9365	
24593	-2,486	2,9674	8,3161	
24594	-2,0141	3,3893	8,4486	
24595	-2,2353	3,8259	8,3858	
24596	-3,411	2,5739	8,7498	
24597	-3,7672	3,0196	8,305	
24598	-3,3574	3,3019	8,416	
24599	-2,8542	2,7249	8,5714	
24600	-2,656	10,168	4,259	
24601	-9,0879	13,218	7,3806	
24602	-9,0908	13,466	8,3606	
24603	-8,7422	13,326	7,995	
24604	-3,3276	10,22	6,842	
24605	-3,0163	9,4946	6,353	
24606	-3,1047	10,031	6,246	
24607	-3,7883	3,6757	8,394	
24608	-3,7552	4,1272	7,7038	
24609	-4,3494	3,7233	8,3769	
24610	-9,0221	12,104	7,9	
24611	-8,5623	11,798	8,4659	
24612	-8,6854	14,171	8,0085	
24613	-2,1149	2,5529	8,7945	
24614	-8,6798	16,153	1,8159	
24615	-9,1015	15,673	3,7868	
24616	-8,8891	16,52	3,5008	
24617	-2,6722	10,076	5,8321	
24618	-3,2287	10,553	5,9032	
24619	-3,3454	10,556	4,7555	
24620	-2,9093	10,662	4,8059	
24621	-2,9919	11,353	1,6862	
24622	-3,5266	12,239	1,3289	
24623	-8,911	14,369	7,6316	
24624	-3,0552	11,188	2,1182	
24625	-2,9138	10,465	2,0315	
24626	-2,8817	10,656	3,1125	
24627	-2,2417	10,777	4,2112	
24628	-2,7174	9,8693	3,9096	
24629	-8,5643	18,31	5,5832	
24630	-2,7989	12,083	7,137	
24631	-2,973	12,882	6,5257	
24632	-9,0722	19,487	1,3458	
24633	-9,4132	18,531	2,0735	
24634	-9,0794	19,124	2,1353	
24635	-8,1269	16,94	5,0241	
24636	-9,1178	18,641	4,8387	
24637	-8,7838	17,419	4,6319	
24638	-2,809	13,173	6,3066	
24639	-3,8203	13,349	5,9083	
24640	-3,3146	14,309	5,3052	
24641	-2,9202	13,697	5,1336	
24642	-8,8454	19,686	2,906	
24643	-8,424	16,301	6,5073	
24644	-9,3029	16,827	7,6143	
24645	-8,7453	16,795	7,2845	
24646	-3,0653	13,803	6,0751	
24647	-8,9908	20,478	2,3316	
24648	-2,9882	12,883	3,9267	
24649	-3,0287	13,197	4,5632	
24650	-2,4613	13,192	5,3379	
24651	-8,932	17,201	7,263	
24652	-9,3709	18,411	6,1545	
24653	-9,0011	19,448	6,0707	
24654	-9,0017	20,003	5,9631	
24655	-9,0965	18,679	7,923	
24656	-8,8635	18,782	6,6461	
24657	-8,9506	18,951	5,0584	
24658	-8,4697	20,115	5,6709	
24659	-3,1236	13,179	8,0273	
24660	-2,9606	12,085	7,8999	
24661	-8,8609	17,024	8,3084	
24662	-9,0209	21,045	5,0656	
24663	-9,116	21,569	4,9483	
24664	-2,8461	14,841	5,6809	
24665	-3,0782	15,085	6,5534	
24666	-8,6486	19,524	8,1654	
24667	-2,8993	15,847	5,7963	
24668	-3,0392	15,107	5,2202	
24669	-3,0209	15,19	3,4788	
24670	-3,0989	16,672	2,643	
24671	-8,9379	20,873	2,2601	
24672	-9,4264	21,323	3,1313	
24673	-8,7526	20,073	2,6639	
24674	-9,4854	20,103	2,7917	
24675	-8,8263	24,061	6,3322	
24676	-8,8783	22,865	4,6981	
24677	-2,8868	16,815	6,1726	
24678	-8,8696	21,777	7,4839	
24679	-9,3122	21,563	7,5987	
24680	-9,1578	22,798	5,9436	
24681	-8,5436	21,884	5,2223	
24682	-2,8263	17,233	7,9842	
24683	-3,0082	18,001	3,5242	
24684	-3,105	16,344	3,3915	
24685	-3,1321	16,902	4,1025	
24686	-9,1935	23,317	6,6704	
24687	-9,3046	22,998	7,3653	
24688	-8,7007	23,012	5,012	
24689	-9,0329	22,727	5,1943	
24690	-2,9804	17,596	1,637	
24691	-8,9281	22,017	8,8779	
24692	-8,8808	22,248	8,4392	
24693	-9,1104	22,783	7,6297	
24694	-8,3847	21,231	8,1282	
24695	-3,0769	17,271	6,0701	
24696	-3,2275	17,821	2,848	
24697	-3,4554	19,002	2,4851	
24698	-3,0679	18,663	2,7273	
24699	-2,9949	19,406	3,0681	
24700	-9,1215	23,027	2,1966	
24701	-2,7308	20,232	1,9905	
24702	-9,1839	23,124	4,545	
24703	-9,0148	24,705	5,0676	
24704	-2,4954	18,557	1,3366	
24705	-2,9391	20,319	1,4806	
24706	-2,9781	19,695	4,6701	
24707	-3,0965	17,944	4,4267	
24708	-2,9369	19,13	4,5847	
24709	-9,0801	25,48	3,1913	
24710	-9,464	26,159	1,9363	
24711	-9,3164	26,4	2,2735	
24712	-8,8793	26,191	2,588	
24713	-9,0298	26,652	2,744	
24714	-8,9504	25,233	5,2806	
24715	-8,6275	26,176	5,1335	
24716	-9,4497	24,642	5,55	
24717	-8,668	24,926	6,5421	
24718	-2,8997	19,699	3,9844	
24719	-8,9691	22,817	8,9492	
24720	-8,6407	27,11	1,5543	
24721	-8,9553	27,416	2,0021	
24722	-9,2273	26,826	1,4331	
24723	-9,0625	26,503	1,9805	
24724	-3,2688	21,184	1,5367	
24725	-3,0262	19,044	2,3721	
24726	-8,7223	26,223	3,714	
24727	-9,6044	26,903	4,4042	
24728	-9,1298	24,804	6,252	
24729	-8,999	25,581	6,8541	
24730	-8,8701	26,135	6,9027	
24731	-8,8236	26,894	4,0017	
24732	-9,0635	27,2	4,4428	
24733	-8,6878	27,722	7,9187	
24734	-3,6666	21,805	7,9143	
24735	-3,0078	21,885	7,4565	
24736	-3,1999	22,531	3,2216	
24737	-3,1312	22,757	3,7914	
24738	-2,9655	24,148	3,6959	
24739	-9,6788	28,043	2,7907	
24740	-9,3541	28,232	4,4956	
24741	-9,0055	27,94	4,6803	
24742	-9,3017	27,068	2,8014	
24743	-9,1299	26,308	3,5791	
24744	-8,6166	28,214	6,6558	
24745	-8,9131	27,859	6,8828	
24746	-2,719	21,78	3,0899	
24747	-2,7829	21,877	2,5781	
24748	-8,8945	28,249	7,2582	
24749	-9,4239	27,766	7,7336	
24750	-9,0399	26,558	8,1174	
24751	-2,6969	22,127	7,2186	
24752	-3,1472	23,185	4,951	
24753	-2,9489	23,113	2,3194	
24754	-2,9705	24,256	7,5343	
24755	-2,6184	26,256	6,1816	
24756	-3,0238	24,93	7,8657	
24757	-3,1156	25,884	8,0768	
24758	-8,8083	27,506	2,615	
24759	-2,8551	22,481	4,8918	
24760	-2,6695	24,133	5,153	
24761	-2,8588	24,809	6,1768	
24762	-2,9758	25,427	2,0847	
24763	-3,0479	25,583	2,878	
24764	-2,6986	24,55	4,4706	
24765	-3,0915	24,441	4,5584	
24766	-3,3989	25,268	5,798	
24767	-2,929	25,626	5,3332	
24768	-3,0619	25,401	5,7159	
24769	-3,3122	25,438	4,6201	
24770	-3,0443	25,875	3,3169	
24771	-2,9982	25,279	6,4518	
24772	-2,999	26,884	3,2587	
24773	-3,2724	25,854	5,268	
24774	-3,2603	24,956	4,7731	
24775	-3,0881	25,907	5,7233	
24776	-3,057	26,321	6,4653	
24777	-2,8213	27,466	8,4631	
24778	-3,0655	27,781	5,3432	
24779	-2,9062	28,014	4,8343	
24780	-3,032	28,658	1,0758	
24781	-7,0888	1,6467	2,6325	
24782	-7,5637	1,574	2,689	
24783	-7,6432	1,7118	1,9265	
24784	-8,8941	2,4265	2,6887	
24785	-7,5043	3,4618	2,9399	
24786	-7,3663	3,3701	3,5448	
24787	-7,9321	1,7815	5,8263	
24788	-6,525	1,6048	4,8474	
24789	-5,9865	3,375	6,9085	
24790	-6,1471	1,4009	2,1659	
24791	-6,6019	1,8827	1,516	
24792	-5,2123	3,2104	3,794	
24793	-5,6987	3,4309	2,3559	
24794	-5,0927	3,7966	2,1642	
24795	-5,9977	3,345	3,1686	
24796	-5,5658	3,5013	2,9051	
24797	-4,3	1,9283	1,7969	
24798	-3,8898	1,6231	2,5737	
24799	-6,5935	3,4045	4,0179	
24800	-3,7093	2,0828	1,1593	
24801	-4,7406	1,9557	1,5899	
24802	-4,4436	2,633	1,6814	
24803	-6,3376	2,3588	1,5825	
24804	-5,7698	2,1408	1,2334	
24805	-4,082	3,7414	4,9689	
24806	-6,8551	3,6094	4,8787	
24807	-6,482	3,333	4,473	
24808	-5,8592	3,2762	3,8722	
24809	-5,7786	3,7826	3,2968	
24810	-5,8592	3,367	4,5877	
24811	-6,8726	3,3738	3,2431	
24812	-3,7024	4,6506	8,2978	
24813	-5,3286	3,4122	6,9659	
24814	-4,5468	3,3314	7,1952	
24815	-3,9891	3,8267	6,8831	
24816	-3,5275	4,3891	6,5776	
24817	-4,962	3,4628	6,6385	
24818	-5,8234	1,6211	4,649	
24819	-6,1376	1,1419	4,0925	
24820	-6,8379	1,3244	5,805	
24821	-3,3052	1,6843	5,6914	
24822	-4,4355	1,5969	6,8633	
24823	-5,4749	3,1278	8,3797	
24824	-5,2857	2,4327	8,2901	
24825	-1,9422	2,6712	4,439	
24826	-1,6388	2,9496	5,0451	
24827	-1,624	3,0296	3,8981	
24828	-2,9122	5,5827	5,2141	
24829	-3,9828	4,1661	6,6127	
24830	-3,4357	3,7514	5,1932	
24831	-3,7916	4,4889	4,5979	
24832	-3,3463	5,8576	4,0676	
24833	-2,9654	5,2221	3,6396	
24834	-2,5773	4,3398	7,1989	
24835	-2,6455	13,531	7,3276	
24836	-2,9845	15,599	7,6537	
24837	-2,5642	19,166	6,2686	
24838	-3,3757	20,068	6,5777	
24839	-2,8999	20,51	5,5122	
24840	-3,2877	20,839	5,4636	
24841	-2,896	12,645	2,1699	
24842	-7,3208	1,7491	1,5546	
24843	-7,9227	1,2044	1,6721	
24844	-7,5375	1,9915	0,7582	
24845	-2,9282	27,839	6,2981	
24846	-3,1705	28,404	5,0042	
24847	-2,6941	25,548	5,7891	
24848	-3,2917	26,555	5,2203	
24849	-2,8188	24,694	2,6614	
24850	-3,1253	22,876	7,5754	
24851	-2,6661	23,348	7,8078	
24852	-3,3241	21,771	3,5552	
24853	-2,7879	20,548	4,4864	
24854	-2,6246	20,815	4,9322	
24855	-8,8282	25,893	7,7117	
24856	-9,2193	25,973	8,0669	
24857	-8,6758	24,932	7,6688	
24858	-2,7373	19,872	5,087	
24859	-8,9481	25,335	2,5793	
24860	-9,5646	24,216	2,1031	
24861	-9,5549	24,593	1,93	
24862	-3,0727	17,767	6,8234	
24863	-2,5967	15,253	2,9008	
24864	-9,2309	22,083	3,4697	
24865	-9,0012	21,792	2,2359	
24866	-9,4355	16,037	5,8688	
24867	-8,911	15,52	5,3158	
24868	-9,1082	14,555	5,4056	
24869	-8,8628	15,414	7,4415	
24870	-2,7612	9,7237	8,86	
24871	-3,2751	10,996	3,1537	
24872	-2,902	8,893	1,5987	
24873	-8,3047	17,297	5,6618	
24874	-8,9681	17,722	5,9936	
24875	-8,8805	15,146	1,4998	
24876	-9,0193	15,126	3,1781	
24877	-2,6951	10,241	3,0522	
24878	-2,0149	1,601	3,0152	
24879	-2,6766	1,6701	3,0295	
24880	-2,491	1,3515	2,4698	
24881	-3,0646	9,1312	3,1344	
24882	-2,4717	9,3326	4,2032	
24883	-3,4171	8,998	3,9055	
24884	-2,8929	9,35	4,1752	
24885	-9,355	11,173	6,894	
24886	-9,2774	12,084	5,7674	
24887	-8,9241	12,191	6,0041	
24888	-9,1054	6,0062	8,0441	
24889	-8,6763	5,8698	7,5274	
24890	-8,8297	7,6739	8,4648	
24891	-8,7429	2,1037	8,3722	
24892	-8,1647	2,3187	8,7542	
24893	-8,9452	9,802	6,0552	
24894	-8,8076	3,9835	1,4877	
24895	-8,974	3,9187	2,1542	
24896	-3,1446	21,106	4,0233	
24897	-3,0266	27,788	3,3494	
24898	-8,8339	3,8709	2,6161	
24899	-8,5661	3,6379	2,0308	
24900	-8,0526	2,7252	8,8893	
24901	-8,2626	1,952	8,107	
24902	-8,8117	2,2001	7,8942	
24903	-8,5306	2,4447	8,2853	
24904	-8,8827	6,3291	8,4098	
24905	-9,0922	12,55	5,8075	
24906	-2,8001	1,5733	2,2498	
24907	-2,2697	1,7961	2,7416	
24908	-2,2305	1,4713	2,0346	
24909	-3,179	1,5174	2,9511	
24910	-2,971	1,6774	3,4238	
24911	-2,248	1,6846	3,2337	
24912	-1,8768	1,8837	3,41	
24913	-8,7058	22,34	1,9435	
24914	-2,8943	19,664	5,4644	
24915	-8,8796	26,2	7,3769	
24916	-8,7116	25,758	7,3029	
24917	-2,1838	20,888	4,8218	
24918	-2,6623	20,141	4,5862	
24919	-3,3873	26,181	5,3742	
24920	-7,0178	2,1727	1,7856	
24921	-2,7429	20,352	5,8806	
24922	-2,6716	4,2178	7,7244	
24923	-2,9437	4,0001	7,2046	
24924	-2,6664	5,7988	3,9475	
24925	-3,0994	4,0604	4,8286	
24926	-3,6592	3,5855	4,7136	
24927	-3,2769	4,0008	5,6561	
24928	-3,8308	3,3853	5,3158	
24929	-3,8151	3,7558	6,4015	
24930	-3,5356	3,9871	6,7241	
24931	-2,5642	5,7687	5,3417	
24932	-2,0219	3,119	4,1122	
24933	-2,0333	2,5228	4,9954	
24934	-1,7683	3,1375	5,3446	
24935	-2,0949	2,112	4,2526	
24936	-4,7327	2,5663	8,198	
24937	-5,1163	2,1209	7,9918	
24938	-5,2831	2,9454	7,9607	
24939	-5,7702	2,7015	8,3135	
24940	-5,8067	2,9726	8,0078	
24941	-3,9383	1,5606	6,7917	
24942	-4,6643	1,8258	7,2626	
24943	-4,4651	1,1578	7,2919	
24944	-4,6926	1,9852	6,6494	
24945	-3,5271	1,9354	5,3405	
24946	-3,0484	2,0552	5,6423	
24947	-6,8869	1,9044	5,5391	
24948	-6,4397	1,6898	5,9649	
24949	-6,3894	1,5609	4,0188	
24950	-5,4121	1,8645	4,992	
24951	-5,368	1,6115	4,6061	
24952	-5,7989	2,002	4,3005	
24953	-4,5875	3,4189	6,7699	
24954	-4,9918	3,208	7,0457	
24955	-5,2177	3,0293	6,6257	
24956	-3,1698	4,4242	6,7218	
24957	-4,1213	3,5483	7,4093	
24958	-4,6332	3,3152	7,7363	
24959	-5,6888	3,3565	7,3228	
24960	-3,465	4,3738	8,0721	
24961	-7,2196	3,0462	3,0614	
24962	-6,2907	3,0723	4,8147	
24963	-5,6258	3,0177	4,1915	
24964	-5,6997	3,0833	5,0735	
24965	-5,8496	2,889	3,4319	
24966	-6,2385	3,055	4,2142	
24967	-6,8129	3,4317	4,4634	
24968	-4,3911	3,4509	4,6742	
24969	-5,6674	2,1426	1,7112	
24970	-6,4324	2,0534	1,9537	
24971	-6,4839	2,7842	1,7423	
24972	-4,1937	3,0001	1,6214	
24973	-4,3666	2,3175	1,7778	
24974	-4,907	2,0312	2,0406	
24975	-7,0685	3,4243	4,0501	
24976	-3,9508	1,7397	2,0344	
24977	-4,0011	2,1396	2,8492	
24978	-4,5393	1,6023	2,0716	
24979	-5,3516	3,101	2,6312	
24980	-5,398	3,2558	3,2915	
24981	-5,2626	3,3788	2,1776	
24982	-6,0205	3,3473	2,2036	
24983	-4,7804	3,2401	3,7325	
24984	-5,1333	3,0786	4,1931	
24985	-5,9867	1,788	2,0462	
24986	-6,1774	3,3017	6,4897	
24987	-6,4282	1,7625	5,1777	
24988	-6,7252	1,5824	4,5267	
24989	-7,036	2,078	4,7155	
24990	-7,7913	1,7081	5,3769	
24991	-8,3436	1,8317	5,7302	
24992	-8,0429	1,8705	6,2166	
24993	-7,9402	3,3627	3,5983	
24994	-7,9819	3,4457	2,8252	
24995	-8,3583	2,5277	2,7431	
24996	-8,7402	2,4735	2,3125	
24997	-7,3765	1,836	2,3095	
24998	-7,91	2,1088	2,1839	
24999	-7,4516	1,8002	3,3412	
25000	-7,8812	1,7685	2,9851	
25001	-6,7484	1,6333	3,0515	
25002	-6,8666	1,757	2,2234	
25003	-8,6647	28,183	2,406	
25004	-9,2488	27,301	2,517	
25005	-3,0237	23,857	8,0912	
25006	-8,6148	28,126	7,0184	
25007	-8,8217	28,207	5,0503	
25008	-9,7437	28,023	4,3519	
25009	-10,141	28,168	2,6321	
25010	-9,1525	27,577	4,1548	
25011	-2,6236	19,087	2,2406	
25012	-9,043	26,019	1,8726	
25013	-8,8564	26,709	2,3982	
25014	-2,9991	19,992	4,3433	
25015	-8,9417	25,96	4,9372	
25016	-8,9207	25,873	2,8967	
25017	-9,675	24,313	4,7279	
25018	-2,6017	19,535	2,9213	
25019	-8,6326	22,635	8,3599	
25020	-8,9831	21,533	7,1431	
25021	-8,9866	21,326	2,2548	
25022	-8,9454	21,04	1,7997	
25023	-9,4548	21,591	4,5712	
25024	-8,936	18,891	7,0624	
25025	-8,9074	20,446	2,7199	
25026	-9,4399	17,067	7,8675	
25027	-9,1345	19,581	3,2018	
25028	-2,9641	12,85	6,9607	
25029	-9,0041	13,965	7,7413	
25030	-3,503	11,84	1,5592	
25031	-3,1383	10,639	4,3101	
25032	-2,7271	9,8081	6,2004	
25033	-2,3125	2,5363	8,3385	
25034	-4,1118	3,3356	8,2918	
25035	-4,0147	3,7062	8,0416	
25036	-3,3678	4,2873	7,5517	
25037	-3,419	3,8979	8,0218	
25038	-3,6037	3,43	8,0266	
25039	-2,6411	10,142	6,4022	
25040	-2,9989	10,909	6,687	
25041	-3,2761	2,63	8,2579	
25042	-2,9005	3,4641	8,2577	
25043	-4,223	2,7875	8,3656	
25044	-3,598	2,142	8,4692	
25045	-2,666	3,8738	8,2094	
25046	-2,2516	3,4897	8,0118	
25047	-2,0098	2,9683	8,1418	
25048	-2,458	3,4369	8,5136	
25049	-3,1142	9,5244	4,4219	
25050	-3,0099	8,0627	5,4203	
25051	-3,0679	6,871	5,247	
25052	-9,0239	11,598	8,1162	
25053	-9,0137	11,24	8,3681	
25054	-2,2291	8,1099	1,7524	
25055	-8,6316	14,067	5,8729	
25056	-1,6755	2,3286	5,8027	
25057	-2,1562	3,4646	7,0661	
25058	-1,7247	3,3115	6,8973	
25059	-1,9764	2,5807	6,2157	
25060	-1,6888	2,7212	6,9736	
25061	-1,9112	1,7953	1,3329	
25062	-1,9868	2,4101	1,5582	
25063	-2,5527	2,0712	1,7041	
25064	-1,4965	1,3452	1,9737	
25065	-1,9235	2,032	2,4546	
25066	-7,973	2,2789	8,234	
25067	-7,8469	1,4845	7,5881	
25068	-7,0213	1,7196	7,634	
25069	-6,6082	1,7739	7,7924	
25070	-7,2195	1,9207	8,0407	
25071	-8,0032	1,5737	8,4332	
25072	-6,5622	3,0448	8,1534	
25073	-7,1063	3,4057	7,5837	
25074	-6,5673	3,4919	7,8167	
25075	-7,8945	3,4506	7,7472	
25076	-8,1977	3,5893	7,2082	
25077	-7,3965	3,4508	7,2497	
25078	-7,1487	3,0321	8,1365	
25079	-4,652	2,7853	8,672	
25080	-4,2571	3,9467	7,8395	
25081	-2,9571	1,9601	1,3845	
25082	-2,2899	3,618	4,6779	
25083	-2,2466	3,6307	5,7287	
25084	-9,2306	10,594	8,0711	
25085	-7,8019	2,9701	8,1712	
25086	-7,0715	2,3031	8,3359	
25087	-8,5873	3,0989	7,8265	
25088	-5,291	1,6679	6,5482	
25089	-7,1018	1,7729	6,3873	
25090	-7,8009	1,8085	6,791	
25091	-5,5658	1,6938	6,198	
25092	-6,2767	1,9479	7,3727	
25093	-6,1003	1,8265	6,8489	
25094	-8,5428	1,5738	7,1263	
25095	-8,5165	1,7362	6,4192	
25096	-8,053	1,6104	7,1657	
25097	-1,9609	1,9985	5,4138	
25098	-1,9622	1,8795	6,01	
25099	-2,8215	2,0951	4,9833	
25100	-2,6456	1,8105	4,3962	
25101	-3,3311	4,107	3,847	
25102	-2,9656	4,2721	4,0653	
25103	-7,976	8,6005	5,7503	
25104	-2,94	4,8064	4,0679	
25105	-2,3519	7,0879	5,153	
25106	-9,1584	12,344	3,0585	
25107	-8,9374	12,323	2,6595	
25108	-3,4055	4,043	1,9654	
25109	-3,6577	3,6363	1,7993	
25110	-4,12	3,5859	2,2521	
25111	-4,5217	3,0914	2,7862	
25112	-3,7131	3,4282	2,6514	
25113	-3,5005	4,2358	2,4547	
25114	-4,937	3,0268	1,9112	
25115	-5,1484	3,2979	1,7343	
25116	-2,9038	4,1682	2,3453	
25117	-2,5576	4,5853	3,2922	
25118	-2,1803	3,8549	3,1457	
25119	-3,3878	6,178	2,6982	
25120	-8,4672	9,4118	4,8972	
25121	-9,0334	10,531	6,9305	
25122	-9,0316	5,4953	5,5139	
25123	-5,5192	1,878	2,4565	
25124	-8,7753	10,557	3,0947	
25125	-8,7306	11,476	2,4369	
25126	-9,047	3,3423	5,7166	
25127	-8,8427	3,5829	5,5784	
25128	-8,5886	4,3792	5,2944	
25129	-8,6512	3,6319	6,7124	
25130	-8,562	3,9297	5,9875	
25131	-8,9825	5,5879	4,931	
25132	-8,8085	4,9337	4,8627	
25133	-8,6152	4,9183	5,395	
25134	-8,9806	3,6282	3,8864	
25135	-8,6345	3,9259	3,5767	
25136	-8,5722	3,9143	4,2829	
25137	-8,7931	4,2842	4,8211	
25138	-8,5544	3,7776	4,8171	
25139	-8,4826	4,1757	3,4599	
25140	-8,8655	3,0731	3,3699	
25141	-8,7762	3,5968	3,4967	
25142	-8,8779	3,3524	2,5005	
25143	-8,5055	1,8365	4,4803	
25144	-8,572	1,6611	4,9911	
25145	-8,7373	4,5316	1,9234	
25146	-8,6333	3,2027	1,7135	
25147	-8,6606	2,9027	1,9641	
25148	-8,8652	2,9051	2,4069	
25149	-8,9039	5,0175	1,2395	
25150	-7,2745	3,0178	1,951	
25151	-8,2411	2,9657	1,8698	
25152	-7,8102	2,8559	1,7209	
25153	-7,4166	2,6784	1,4827	
25154	-8,4956	2,3804	1,885	
25155	-6,9443	3,2458	2,3212	
25156	-5,8588	3,3293	1,5155	
25157	-5,5834	2,6421	1,5601	
25158	-8,6327	1,914	3,7009	
25159	-8,6656	2,3431	3,6095	
25160	-8,8918	2,3077	3,98	
25161	-8,8519	2,7546	3,9182	
25162	-8,8822	2,5839	5,6779	
25163	-8,7673	2,9209	5,01	
25164	-8,998	2,0569	6,5676	
25165	-8,9227	1,8576	7,239	
25166	-8,8473	2,6219	7,2905	
25167	-9,5	2,985	6,0175	
25168	-8,6682	3,3782	6,0399	
25169	-2,5819	3,1894	1,5955	
25170	-2,2843	3,3977	2,0554	
25171	-2,1626	3,1179	1,6179	
25172	-3,794	3,4887	3,8265	
25173	-4,9404	3,6925	4,3917	
25174	-4,7813	3,0167	4,695	
25175	-2,3593	4,0025	4,4283	
25176	-2,3162	4,0206	3,4576	
25177	-2,6156	4,2971	4,0329	
25178	-2,1213	3,591	3,8964	
25179	-1,4816	3,2725	3,6413	
25180	-1,9918	3,2215	3,2999	
25181	-1,4773	2,5449	3,6306	
25182	-2,0065	2,6947	2,8257	
25183	-1,9936	2,9692	2,2961	
25184	-3,0179	6,6766	3,1855	
25185	-1,7795	2,024	4,9203	
25186	-2,7063	1,6179	4,821	
25187	-6,2754	1,9654	8,1055	
25188	-5,7808	2,0564	8,0992	
25189	-4,3938	1,673	8,0037	
25190	-5,1061	1,4783	7,5932	
25191	-2,4343	4,1853	5,1726	
25192	-1,7056	2,133	6,2222	
25193	-9,4561	12,918	6,7758	
25194	-1,988	3,4326	7,6366	
25195	-2,593	1,6908	8,0904	
25196	-2,2082	2,0039	7,9652	
25197	-4,2013	1,6232	7,6179	
25198	-2,9921	4,0685	6,3259	
25199	-2,7471	4,2825	5,4869	
25200	-2,3617	3,7597	6,5054	
25201	-1,7968	2,875	7,3188	
25202	-2,0063	1,8532	6,9308	
25203	-3,1234	11,633	3,2866	
25204	-3,1945	11,916	2,6914	
25205	-9,0722	18,252	2,3891	
25206	-9,1758	18,626	3,7626	
25207	-8,8943	19,376	3,9084	
25208	-9,6605	20,244	4,3974	
25209	-9,7851	23,583	3,6265	
25210	-8,6429	25,712	4,3218	
25211	-2,8779	20,596	2,62	
25212	-2,567	20,817	2,6482	
25213	-8,8613	1,8836	4,0381	
25214	-8,4377	1,3963	3,6409	
25215	-8,2366	1,6736	5,3685	
25216	-5,6455	1,788	3,7358	
25217	-8,8888	2,0275	5,7103	
25218	-7,9208	3,4929	6,4206	
25219	-8,1991	3,65	5,5211	
